,right,cam,ctm,cam_time,ctm_time,rate
0,1,0,10000,-122.53420877456665,-39.056275606155396,1.0
1,1,0,3340,-122.53420877456665,-39.056275606155396,1.0
2,1,0,3339,-122.53420877456665,-39.056275606155396,1.0
3,0,0,3338,-122.53420877456665,-39.056275606155396,1.0
4,1,0,3337,-122.53420877456665,-39.056275606155396,1.0
5,1,0,3336,-122.53420877456665,-39.056275606155396,1.0
6,1,0,3335,-122.53420877456665,-39.056275606155396,1.0
7,1,0,3334,-122.53420877456665,-39.056275606155396,1.0
8,1,0,3332,-122.53420877456665,-39.056275606155396,1.0
9,1,0,3324,-122.53420877456665,-39.056275606155396,1.0
10,1,0,3331,-122.53420877456665,-39.056275606155396,1.0
11,1,0,3330,-122.53420877456665,-39.056275606155396,1.0
12,1,0,3329,-122.53420877456665,-39.056275606155396,1.0
13,1,0,3328,-122.53420877456665,-39.056275606155396,1.0
14,1,0,3327,-122.53420877456665,-39.056275606155396,1.0
15,1,0,3326,-122.53420877456665,-39.056275606155396,1.0
16,1,0,3325,-122.53420877456665,-39.056275606155396,1.0
17,1,0,3341,-122.53420877456665,-39.056275606155396,1.0
18,1,0,3342,-122.53420877456665,-39.056275606155396,1.0
19,1,0,3343,-122.53420877456665,-39.056275606155396,1.0
20,1,0,3344,-122.53420877456665,-39.056275606155396,1.0
21,1,0,3359,-122.53420877456665,-39.056275606155396,1.0
22,1,0,3358,-122.53420877456665,-39.056275606155396,1.0
23,1,0,3357,-122.53420877456665,-39.056275606155396,1.0
24,0,0,3356,-122.53420877456665,-39.056275606155396,1.0
25,0,0,3355,-122.53420877456665,-39.056275606155396,1.0
26,1,0,3354,-122.53420877456665,-39.056275606155396,1.0
27,1,0,3353,-122.53420877456665,-39.056275606155396,1.0
28,1,0,3352,-122.53420877456665,-39.056275606155396,1.0
29,1,0,3351,-122.53420877456665,-39.056275606155396,1.0
30,1,0,3350,-122.53420877456665,-39.056275606155396,1.0
31,1,0,3349,-122.53420877456665,-39.056275606155396,1.0
32,1,0,3348,-122.53420877456665,-39.056275606155396,1.0
33,1,0,3347,-122.53420877456665,-39.056275606155396,1.0
34,1,0,3346,-122.53420877456665,-39.056275606155396,1.0
35,0,0,3345,-122.53420877456665,-39.056275606155396,1.0
36,1,0,3333,-122.53420877456665,-39.056275606155396,1.0
37,1,0,3322,-122.53420877456665,-39.056275606155396,1.0
38,1,0,3294,-122.53420877456665,-39.056275606155396,1.0
39,1,0,3321,-122.53420877456665,-39.056275606155396,1.0
40,1,0,3301,-122.53420877456665,-39.056275606155396,1.0
41,1,0,3300,-122.53420877456665,-39.056275606155396,1.0
42,0,0,3299,-122.53420877456665,-39.056275606155396,1.0
43,1,0,3298,-122.53420877456665,-39.056275606155396,1.0
44,1,0,3297,-122.53420877456665,-39.056275606155396,1.0
45,1,0,3296,-122.53420877456665,-39.056275606155396,1.0
46,1,0,3295,-122.53420877456665,-39.056275606155396,1.0
47,0,0,3293,-122.53420877456665,-39.056275606155396,1.0
48,1,0,3285,-122.53420877456665,-39.056275606155396,1.0
49,1,0,3292,-122.53420877456665,-39.056275606155396,1.0
50,1,0,3291,-122.53420877456665,-39.056275606155396,1.0
51,1,0,3290,-122.53420877456665,-39.056275606155396,1.0
52,0,0,3289,-122.53420877456665,-39.056275606155396,1.0
53,1,0,3288,-122.53420877456665,-39.056275606155396,1.0
