,right,cam,ctm,rate,cam_time,ctm_time,overtime
10173,0,0,886,,-43411.258904218674,-43411.22018313408,1
10174,0,0,7251,,-43411.258904218674,-43411.22018313408,1
10175,0,0,10446,,-43411.258904218674,-43411.22018313408,1
10176,0,590,175,,-43411.258904218674,-43411.22018313408,1
10177,0,0,1979,,-43411.258904218674,-43411.22018313408,1
10178,0,0,3375,,-43411.258904218674,-43411.22018313408,1
10179,0,0,440,,-43411.258904218674,-43411.22018313408,1
10180,0,654,37,,-43411.258904218674,-43411.22018313408,1
10181,0,0,6161,,-43411.258904218674,-43411.22018313408,1
10182,0,0,2787,,-43411.258904218674,-43411.22018313408,1
10183,0,0,2548,,-43411.258904218674,-43411.22018313408,1
10184,0,0,760,,-43411.258904218674,-43411.22018313408,1
10185,0,0,230,,-43411.258904218674,-43411.22018313408,1
10186,0,0,1373,,-43411.258904218674,-43411.22018313408,1
10187,0,0,4267,,-43411.258904218674,-43411.22018313408,1
10188,0,0,6142,,-43411.258904218674,-43411.22018313408,1
10189,0,674,15,,-43411.258904218674,-43411.22018313408,1
10190,0,0,504,,-43411.258904218674,-43411.22018313408,1
10191,0,0,6971,,-43411.258904218674,-43411.22018313408,1
10192,0,0,2840,,-43411.258904218674,-43411.22018313408,1
10193,0,0,3479,,-43411.258904218674,-43411.22018313408,1
10194,0,0,1847,,-43411.258904218674,-43411.22018313408,1
10195,0,0,2878,,-43411.258904218674,-43411.22018313408,1
10196,0,0,717,,-43411.258904218674,-43411.22018313408,1
10197,0,642,55,,-43411.258904218674,-43411.22018313408,1
10198,0,0,11271,,-43411.258904218674,-43411.22018313408,1
10199,0,0,8895,,-43411.258904218674,-43411.22018313408,1
10200,0,0,1402,,-43411.258904218674,-43411.22018313408,1
10201,0,0,5358,,-43411.258904218674,-43411.22018313408,1
10202,0,0,6018,,-43411.258904218674,-43411.22018313408,1
10203,0,0,5205,,-43411.258904218674,-43411.22018313408,1
10204,0,0,1516,,-43411.258904218674,-43411.22018313408,1
10205,0,0,1347,,-43411.258904218674,-43411.22018313408,1
10206,0,0,1064,,-43411.258904218674,-43411.22018313408,1
10207,0,0,3253,,-43411.258904218674,-43411.22018313408,1
10208,0,0,6491,,-43411.258904218674,-43411.22018313408,1
10209,0,0,11096,,-43411.258904218674,-43411.22018313408,1
10210,0,0,5214,,-43411.258904218674,-43411.22018313408,1
10211,0,0,7682,,-43411.258904218674,-43411.22018313408,1
10212,0,0,7391,,-43411.258904218674,-43411.22018313408,1
10213,0,0,8557,,-43411.258904218674,-43411.22018313408,1
10214,0,0,2716,,-43411.258904218674,-43411.22018313408,1
10215,0,0,8611,,-43411.258904218674,-43411.22018313408,1
10216,0,0,3037,,-43411.258904218674,-43411.22018313408,1
10217,0,0,2218,,-43411.258904218674,-43411.22018313408,1
10218,0,0,6172,,-43411.258904218674,-43411.22018313408,1
10219,0,0,7257,,-43411.258904218674,-43411.22018313408,1
10220,0,0,6415,,-43411.258904218674,-43411.22018313408,1
10221,0,0,595,,-43411.258904218674,-43411.22018313408,1
10222,0,0,1243,,-43411.258904218674,-43411.22018313408,1
10223,0,0,2669,,-43411.258904218674,-43411.22018313408,1
10224,0,0,5121,,-43411.258904218674,-43411.22018313408,1
10225,0,0,6590,,-43411.258904218674,-43411.22018313408,1
10226,0,0,6403,,-43411.258904218674,-43411.22018313408,1
10227,0,0,11956,,-43411.258904218674,-43411.22018313408,1
10228,0,0,9649,,-43411.258904218674,-43411.22018313408,1
10229,0,0,5885,,-43411.258904218674,-43411.22018313408,1
10230,0,0,5029,,-43411.258904218674,-43411.22018313408,1
10231,0,0,3489,,-43411.258904218674,-43411.22018313408,1
10232,0,0,1723,,-43411.258904218674,-43411.22018313408,1
10233,0,0,5191,,-43411.258904218674,-43411.22018313408,1
10234,0,0,2138,,-43411.258904218674,-43411.22018313408,1
10235,0,0,879,,-43411.258904218674,-43411.22018313408,1
10236,0,0,1670,,-43411.258904218674,-43411.22018313408,1
10237,0,0,3323,,-43411.258904218674,-43411.22018313408,1
10238,0,0,7084,,-43411.258904218674,-43411.22018313408,1
10239,0,0,5778,,-43411.258904218674,-43411.22018313408,1
10240,0,0,4448,,-43411.258904218674,-43411.22018313408,1
10241,0,0,6847,,-43411.258904218674,-43411.22018313408,1
10242,0,0,8990,,-43411.258904218674,-43411.22018313408,1
10243,0,0,6136,,-43411.258904218674,-43411.22018313408,1
10244,0,0,7490,,-43411.258904218674,-43411.22018313408,1
10245,0,0,13272,,-43411.258904218674,-43411.22018313408,1
10246,0,0,10011,,-43411.258904218674,-43411.22018313408,1
10247,0,0,1345,,-43411.258904218674,-43411.22018313408,1
10248,0,0,8441,,-43411.258904218674,-43411.22018313408,1
10249,0,0,8099,,-43411.258904218674,-43411.22018313408,1
10250,0,0,10849,,-43411.258904218674,-43411.22018313408,1
10251,0,0,10687,,-43411.258904218674,-43411.22018313408,1
10252,0,0,6825,,-43411.258904218674,-43411.22018313408,1
10253,0,0,9410,,-43411.258904218674,-43411.22018313408,1
10254,0,0,7119,,-43411.258904218674,-43411.22018313408,1
10255,0,0,8073,,-43411.258904218674,-43411.22018313408,1
10256,0,0,8142,,-43411.258904218674,-43411.22018313408,1
10257,0,0,6477,,-43411.258904218674,-43411.22018313408,1
10258,0,0,2949,,-43411.258904218674,-43411.22018313408,1
10259,0,0,5588,,-43411.258904218674,-43411.22018313408,1
10260,0,0,2065,,-43411.258904218674,-43411.22018313408,1
10261,0,0,2963,,-43411.258904218674,-43411.22018313408,1
10262,0,0,6525,,-43411.258904218674,-43411.22018313408,1
10263,0,0,8684,,-43411.258904218674,-43411.22018313408,1
10264,0,0,6875,,-43411.258904218674,-43411.22018313408,1
10265,0,0,3199,,-43411.258904218674,-43411.22018313408,1
10266,0,0,1088,,-43411.258904218674,-43411.22018313408,1
10267,0,0,1196,,-43411.258904218674,-43411.22018313408,1
10268,0,0,1317,,-43411.258904218674,-43411.22018313408,1
10269,0,0,6125,,-43411.258904218674,-43411.22018313408,1
10270,0,0,3681,,-43411.258904218674,-43411.22018313408,1
10271,0,0,6436,,-43411.258904218674,-43411.22018313408,1
10272,0,0,1187,,-43411.258904218674,-43411.22018313408,1
10273,0,0,3408,,-43411.258904218674,-43411.22018313408,1
10274,0,0,1943,,-43411.258904218674,-43411.22018313408,1
10275,0,0,9654,,-43411.258904218674,-43411.22018313408,1
10276,0,0,4655,,-43411.258904218674,-43411.22018313408,1
10277,0,0,5635,,-43411.258904218674,-43411.22018313408,1
10278,0,0,2794,,-43411.258904218674,-43411.22018313408,1
10279,0,0,8735,,-43411.258904218674,-43411.22018313408,1
10280,0,0,974,,-43411.258904218674,-43411.22018313408,1
10281,0,0,7801,,-43411.258904218674,-43411.22018313408,1
10282,0,0,5586,,-43411.258904218674,-43411.22018313408,1
10283,0,0,5172,,-43411.258904218674,-43411.22018313408,1
10284,0,0,3891,,-43411.258904218674,-43411.22018313408,1
10285,0,0,5011,,-43411.258904218674,-43411.22018313408,1
10286,0,0,8406,,-43411.258904218674,-43411.22018313408,1
10287,0,0,5619,,-43411.258904218674,-43411.22018313408,1
10288,0,0,2842,,-43411.258904218674,-43411.22018313408,1
10289,0,0,5520,,-43411.258904218674,-43411.22018313408,1
10290,0,0,5054,,-43411.258904218674,-43411.22018313408,1
10291,0,0,8266,,-43411.258904218674,-43411.22018313408,1
10292,0,0,10184,,-43411.258904218674,-43411.22018313408,1
10293,0,0,8771,,-43411.258904218674,-43411.22018313408,1
10294,0,0,1888,,-43411.258904218674,-43411.22018313408,1
10295,0,0,5620,,-43411.258904218674,-43411.22018313408,1
10296,0,0,4001,,-43411.258904218674,-43411.22018313408,1
10297,0,0,7652,,-43411.258904218674,-43411.22018313408,1
10298,0,0,7593,,-43411.258904218674,-43411.22018313408,1
10299,0,411,7333,,-43411.258904218674,-43411.22018313408,1
10300,0,0,9065,,-43411.258904218674,-43411.22018313408,1
10301,0,0,12880,,-43411.258904218674,-43411.22018313408,1
10302,0,0,1672,,-43411.258904218674,-43411.22018313408,1
10303,0,0,5577,,-43411.258904218674,-43411.22018313408,1
10304,0,0,6505,,-43411.258904218674,-43411.22018313408,1
10305,0,0,4570,,-43411.258904218674,-43411.22018313408,1
10306,0,0,9501,,-43411.258904218674,-43411.22018313408,1
10307,0,0,3647,,-43411.258904218674,-43411.22018313408,1
10308,0,0,3640,,-43411.258904218674,-43411.22018313408,1
10309,0,0,10016,,-43411.258904218674,-43411.22018313408,1
10310,0,0,1806,,-43411.258904218674,-43411.22018313408,1
10311,0,0,7934,,-43411.258904218674,-43411.22018313408,1
10312,0,0,8104,,-43411.258904218674,-43411.22018313408,1
10313,0,0,7299,,-43411.258904218674,-43411.22018313408,1
10314,0,0,501,,-43411.258904218674,-43411.22018313408,1
10315,0,0,11728,,-43411.258904218674,-43411.22018313408,1
10316,0,0,9531,,-43411.258904218674,-43411.22018313408,1
10317,0,0,5584,,-43411.258904218674,-43411.22018313408,1
10318,0,0,2275,,-43411.258904218674,-43411.22018313408,1
10319,0,0,2032,,-43411.258904218674,-43411.22018313408,1
10320,0,0,6273,,-43411.258904218674,-43411.22018313408,1
10321,0,0,7284,,-43411.258904218674,-43411.22018313408,1
10322,0,0,2737,,-43411.258904218674,-43411.22018313408,1
10323,0,0,7721,,-43411.258904218674,-43411.22018313408,1
10324,0,0,2926,,-43411.258904218674,-43411.22018313408,1
10325,0,0,3392,,-43411.258904218674,-43411.22018313408,1
10326,0,0,1855,,-43411.258904218674,-43411.22018313408,1
10327,0,0,1302,,-43411.258904218674,-43411.22018313408,1
10328,0,0,4752,,-43411.258904218674,-43411.22018313408,1
10329,0,0,1291,,-43411.258904218674,-43411.22018313408,1
10330,0,0,3226,,-43411.258904218674,-43411.22018313408,1
10331,0,0,1260,,-43411.258904218674,-43411.22018313408,1
10332,0,0,1289,,-43411.258904218674,-43411.22018313408,1
10333,0,0,1525,,-43411.258904218674,-43411.22018313408,1
10334,0,0,255,,-43411.258904218674,-43411.22018313408,1
10335,0,0,5718,,-43411.258904218674,-43411.22018313408,1
10336,0,0,6851,,-43411.258904218674,-43411.22018313408,1
10337,0,0,6564,,-43411.258904218674,-43411.22018313408,1
10338,0,0,4012,,-43411.258904218674,-43411.22018313408,1
10339,0,0,6630,,-43411.258904218674,-43411.22018313408,1
10340,0,0,7655,,-43411.258904218674,-43411.22018313408,1
10341,0,0,2859,,-43411.258904218674,-43411.22018313408,1
10342,0,0,8102,,-43411.258904218674,-43411.22018313408,1
10343,0,0,6461,,-43411.258904218674,-43411.22018313408,1
10344,0,0,1908,,-43411.258904218674,-43411.22018313408,1
10345,0,0,6635,,-43411.258904218674,-43411.22018313408,1
10346,0,0,3881,,-43411.258904218674,-43411.22018313408,1
10347,0,0,3385,,-43411.258904218674,-43411.22018313408,1
10348,0,0,5354,,-43411.258904218674,-43411.22018313408,1
10349,0,0,3488,,-43411.258904218674,-43411.22018313408,1
10350,0,0,2743,,-43411.258904218674,-43411.22018313408,1
10351,0,0,4876,,-43411.258904218674,-43411.22018313408,1
10352,0,0,6515,,-43411.258904218674,-43411.22018313408,1
10353,0,0,8814,,-43411.258904218674,-43411.22018313408,1
10354,0,0,2265,,-43411.258904218674,-43411.22018313408,1
10355,0,0,5623,,-43411.258904218674,-43411.22018313408,1
10356,0,0,1258,,-43411.258904218674,-43411.22018313408,1
10357,0,0,7166,,-43411.258904218674,-43411.22018313408,1
10358,0,0,2481,,-43411.258904218674,-43411.22018313408,1
10359,0,0,7310,,-43411.258904218674,-43411.22018313408,1
10360,0,0,4166,,-43411.258904218674,-43411.22018313408,1
10361,0,0,7816,,-43411.258904218674,-43411.22018313408,1
10362,0,0,3334,,-43411.258904218674,-43411.22018313408,1
10363,0,0,6669,,-43411.258904218674,-43411.22018313408,1
10364,0,0,769,,-43411.258904218674,-43411.22018313408,1
10365,0,0,583,,-43411.258904218674,-43411.22018313408,1
10366,0,0,7399,,-43411.258904218674,-43411.22018313408,1
10367,0,0,6316,,-43411.258904218674,-43411.22018313408,1
10368,0,0,4530,,-43411.258904218674,-43411.22018313408,1
10369,0,0,494,,-43411.258904218674,-43411.22018313408,1
10370,0,0,6247,,-43411.258904218674,-43411.22018313408,1
10371,0,0,9746,,-43411.258904218674,-43411.22018313408,1
10372,0,0,8131,,-43411.258904218674,-43411.22018313408,1
10373,0,0,6871,,-43411.258904218674,-43411.22018313408,1
10374,0,0,6849,,-43411.258904218674,-43411.22018313408,1
10375,0,0,3285,,-43411.258904218674,-43411.22018313408,1
10376,0,0,10198,,-43411.258904218674,-43411.22018313408,1
10377,0,0,10551,,-43411.258904218674,-43411.22018313408,1
10378,0,0,798,,-43411.258904218674,-43411.22018313408,1
10379,0,0,6425,,-43411.258904218674,-43411.22018313408,1
10380,0,0,8986,,-43411.258904218674,-43411.22018313408,1
10381,0,0,985,,-43411.258904218674,-43411.22018313408,1
10382,0,0,4845,,-43411.258904218674,-43411.22018313408,1
10383,0,0,8671,,-43411.258904218674,-43411.22018313408,1
10384,0,0,917,,-43411.258904218674,-43411.22018313408,1
10385,0,0,4744,,-43411.258904218674,-43411.22018313408,1
10386,0,0,8621,,-43411.258904218674,-43411.22018313408,1
10387,0,0,8028,,-43411.258904218674,-43411.22018313408,1
10388,0,0,6583,,-43411.258904218674,-43411.22018313408,1
10389,0,0,9323,,-43411.258904218674,-43411.22018313408,1
10390,0,0,2293,,-43411.258904218674,-43411.22018313408,1
10391,0,0,6414,,-43411.258904218674,-43411.22018313408,1
10392,0,0,3981,,-43411.258904218674,-43411.22018313408,1
10393,0,604,123,,-43411.258904218674,-43411.22018313408,1
10394,0,0,4861,,-43411.258904218674,-43411.22018313408,1
10395,0,0,5652,,-43411.258904218674,-43411.22018313408,1
10396,0,0,4409,,-43411.258904218674,-43411.22018313408,1
10397,0,0,5228,,-43411.258904218674,-43411.22018313408,1
10398,0,0,8903,,-43411.258904218674,-43411.22018313408,1
10399,0,0,9370,,-43411.258904218674,-43411.22018313408,1
10400,0,0,3802,,-43411.258904218674,-43411.22018313408,1
10401,0,0,3107,,-43411.258904218674,-43411.22018313408,1
10402,0,0,4522,,-43411.258904218674,-43411.22018313408,1
10403,0,595,156,,-43411.258904218674,-43411.22018313408,1
10404,0,0,2873,,-43411.258904218674,-43411.22018313408,1
10405,0,0,1018,,-43411.258904218674,-43411.22018313408,1
10406,0,0,2140,,-43411.258904218674,-43411.22018313408,1
10407,0,0,3014,,-43411.258904218674,-43411.22018313408,1
10408,0,0,2453,,-43411.258904218674,-43411.22018313408,1
10409,0,0,3950,,-43411.258904218674,-43411.22018313408,1
10410,0,0,300,,-43411.258904218674,-43411.22018313408,1
10411,0,0,6755,,-43411.258904218674,-43411.22018313408,1
10412,0,0,3964,,-43411.258904218674,-43411.22018313408,1
10413,0,0,1186,,-43411.258904218674,-43411.22018313408,1
10414,0,0,4026,,-43411.258904218674,-43411.22018313408,1
10415,0,0,408,,-43411.258904218674,-43411.22018313408,1
10416,0,0,5665,,-43411.258904218674,-43411.22018313408,1
10417,0,0,5636,,-43411.258904218674,-43411.22018313408,1
10418,0,0,2390,,-43411.258904218674,-43411.22018313408,1
10419,0,0,4985,,-43411.258904218674,-43411.22018313408,1
10420,0,0,5667,,-43411.258904218674,-43411.22018313408,1
10421,0,0,2574,,-43411.258904218674,-43411.22018313408,1
10422,0,0,2342,,-43411.258904218674,-43411.22018313408,1
10423,0,0,9703,,-43411.258904218674,-43411.22018313408,1
10424,0,0,5207,,-43411.258904218674,-43411.22018313408,1
10425,0,0,1912,,-43411.258904218674,-43411.22018313408,1
10426,0,0,4054,,-43411.258904218674,-43411.22018313408,1
10427,0,0,874,,-43411.258904218674,-43411.22018313408,1
10428,0,0,697,,-43411.258904218674,-43411.22018313408,1
10429,0,0,1328,,-43411.258904218674,-43411.22018313408,1
10430,0,0,194,,-43411.258904218674,-43411.22018313408,1
10431,0,0,3044,,-43411.258904218674,-43411.22018313408,1
10432,0,574,259,,-43411.258904218674,-43411.22018313408,1
10433,0,0,9975,,-43411.258904218674,-43411.22018313408,1
10434,0,0,1069,,-43411.258904218674,-43411.22018313408,1
10435,0,596,154,,-43411.258904218674,-43411.22018313408,1
10436,0,0,2339,,-43411.258904218674,-43411.22018313408,1
10437,0,0,5381,,-43411.258904218674,-43411.22018313408,1
10438,0,0,4651,,-43411.258904218674,-43411.22018313408,1
10439,0,0,12080,,-43411.258904218674,-43411.22018313408,1
10440,0,0,1770,,-43411.258904218674,-43411.22018313408,1
10441,0,0,6045,,-43411.258904218674,-43411.22018313408,1
10442,0,0,7605,,-43411.258904218674,-43411.22018313408,1
10443,0,0,10926,,-43411.258904218674,-43411.22018313408,1
10444,0,0,5880,,-43411.258904218674,-43411.22018313408,1
10445,0,0,4503,,-43411.258904218674,-43411.22018313408,1
10446,0,0,3915,,-43411.258904218674,-43411.22018313408,1
10447,0,0,11824,,-43411.258904218674,-43411.22018313408,1
10448,0,0,1760,,-43411.258904218674,-43411.22018313408,1
10449,0,0,3527,,-43411.258904218674,-43411.22018313408,1
10450,0,0,2251,,-43411.258904218674,-43411.22018313408,1
10451,0,0,5088,,-43411.258904218674,-43411.22018313408,1
10452,0,0,4770,,-43411.258904218674,-43411.22018313408,1
10453,0,0,680,,-43411.258904218674,-43411.22018313408,1
10454,0,0,7022,,-43411.258904218674,-43411.22018313408,1
10455,0,0,569,,-43411.258904218674,-43411.22018313408,1
10456,0,0,5093,,-43411.258904218674,-43411.22018313408,1
10457,0,0,394,,-43411.258904218674,-43411.22018313408,1
10458,0,0,10169,,-43411.258904218674,-43411.22018313408,1
10459,0,0,3265,,-43411.258904218674,-43411.22018313408,1
10460,0,0,11494,,-43411.258904218674,-43411.22018313408,1
10461,0,0,4159,,-43411.258904218674,-43411.22018313408,1
10462,0,0,8114,,-43411.258904218674,-43411.22018313408,1
10463,0,0,1371,,-43411.258904218674,-43411.22018313408,1
10464,0,0,6301,,-43411.258904218674,-43411.22018313408,1
10465,0,0,2707,,-43411.258904218674,-43411.22018313408,1
10466,0,0,3452,,-43411.258904218674,-43411.22018313408,1
10467,0,0,2335,,-43411.258904218674,-43411.22018313408,1
10468,0,0,5574,,-43411.258904218674,-43411.22018313408,1
10469,0,0,4727,,-43411.258904218674,-43411.22018313408,1
10470,0,0,5530,,-43411.258904218674,-43411.22018313408,1
10471,0,0,7448,,-43411.258904218674,-43411.22018313408,1
10472,0,0,3935,,-43411.258904218674,-43411.22018313408,1
10473,0,0,1053,,-43411.258904218674,-43411.22018313408,1
10474,0,0,4891,,-43411.258904218674,-43411.22018313408,1
10475,0,0,7180,,-43411.258904218674,-43411.22018313408,1
10476,0,0,5569,,-43411.258904218674,-43411.22018313408,1
10477,0,0,5304,,-43411.258904218674,-43411.22018313408,1
10478,0,0,2397,,-43411.258904218674,-43411.22018313408,1
10479,0,0,10269,,-43411.258904218674,-43411.22018313408,1
10480,0,0,1536,,-43411.258904218674,-43411.22018313408,1
10481,0,0,1884,,-43411.258904218674,-43411.22018313408,1
10482,0,0,4587,,-43411.258904218674,-43411.22018313408,1
10483,0,0,7403,,-43411.258904218674,-43411.22018313408,1
10484,0,0,2404,,-43411.258904218674,-43411.22018313408,1
10485,0,0,396,,-43411.258904218674,-43411.22018313408,1
10486,0,0,1940,,-43411.258904218674,-43411.22018313408,1
10487,0,0,7516,,-43411.258904218674,-43411.22018313408,1
10488,0,0,1447,,-43411.258904218674,-43411.22018313408,1
10489,0,0,1521,,-43411.258904218674,-43411.22018313408,1
10490,0,0,1139,,-43411.258904218674,-43411.22018313408,1
10491,0,0,7712,,-43411.258904218674,-43411.22018313408,1
10492,0,0,1879,,-43411.258904218674,-43411.22018313408,1
10493,0,0,2033,,-43411.258904218674,-43411.22018313408,1
10494,0,0,6439,,-43411.258904218674,-43411.22018313408,1
10495,0,0,1726,,-43411.258904218674,-43411.22018313408,1
10496,0,0,469,,-43411.258904218674,-43411.22018313408,1
10497,0,0,7474,,-43411.258904218674,-43411.22018313408,1
10498,0,0,2696,,-43411.258904218674,-43411.22018313408,1
10499,0,0,9242,,-43411.258904218674,-43411.22018313408,1
10500,0,0,5106,,-43411.258904218674,-43411.22018313408,1
10501,0,0,2649,,-43411.258904218674,-43411.22018313408,1
10502,0,0,8398,,-43411.258904218674,-43411.22018313408,1
10503,0,0,7376,,-43411.258904218674,-43411.22018313408,1
10504,0,0,3293,,-43411.258904218674,-43411.22018313408,1
10505,0,0,1242,,-43411.258904218674,-43411.22018313408,1
10506,0,0,4300,,-43411.258904218674,-43411.22018313408,1
10507,0,0,5161,,-43411.258904218674,-43411.22018313408,1
10508,0,0,151,,-43411.258904218674,-43411.22018313408,1
10509,0,0,369,,-43411.258904218674,-43411.22018313408,1
10510,0,0,3750,,-43411.258904218674,-43411.22018313408,1
10511,0,0,4380,,-43411.258904218674,-43411.22018313408,1
10512,0,0,6336,,-43411.258904218674,-43411.22018313408,1
10513,0,0,843,,-43411.258904218674,-43411.22018313408,1
10514,0,0,202,,-43411.258904218674,-43411.22018313408,1
10515,0,0,1523,,-43411.258904218674,-43411.22018313408,1
10516,0,0,4203,,-43411.258904218674,-43411.22018313408,1
10517,0,0,2491,,-43411.258904218674,-43411.22018313408,1
10518,0,0,4113,,-43411.258904218674,-43411.22018313408,1
10519,0,0,5759,,-43411.258904218674,-43411.22018313408,1
10520,0,0,9790,,-43411.258904218674,-43411.22018313408,1
10521,0,0,8594,,-43411.258904218674,-43411.22018313408,1
10522,0,0,3977,,-43411.258904218674,-43411.22018313408,1
10523,0,0,1629,,-43411.258904218674,-43411.22018313408,1
10524,0,0,5519,,-43411.258904218674,-43411.22018313408,1
10525,0,0,7187,,-43411.258904218674,-43411.22018313408,1
10526,0,0,9773,,-43411.258904218674,-43411.22018313408,1
10527,0,0,1469,,-43411.258904218674,-43411.22018313408,1
10528,0,0,892,,-43411.258904218674,-43411.22018313408,1
10529,0,0,11511,,-43411.258904218674,-43411.22018313408,1
10530,0,0,833,,-43411.258904218674,-43411.22018313408,1
10531,0,0,7740,,-43411.258904218674,-43411.22018313408,1
10532,0,0,1014,,-43411.258904218674,-43411.22018313408,1
10533,0,0,809,,-43411.258904218674,-43411.22018313408,1
10534,0,0,620,,-43411.258904218674,-43411.22018313408,1
10535,0,0,8181,,-43411.258904218674,-43411.22018313408,1
10536,0,0,5080,,-43411.258904218674,-43411.22018313408,1
10537,0,0,7762,,-43411.258904218674,-43411.22018313408,1
10538,0,0,11949,,-43411.258904218674,-43411.22018313408,1
10539,0,0,5799,,-43411.258904218674,-43411.22018313408,1
10540,0,0,2074,,-43411.258904218674,-43411.22018313408,1
10541,0,0,8042,,-43411.258904218674,-43411.22018313408,1
10542,0,0,2664,,-43411.258904218674,-43411.22018313408,1
10543,0,0,9972,,-43411.258904218674,-43411.22018313408,1
10544,0,0,10310,,-43411.258904218674,-43411.22018313408,1
10545,0,0,9542,,-43411.258904218674,-43411.22018313408,1
10546,0,0,2168,,-43411.258904218674,-43411.22018313408,1
10547,0,0,979,,-43411.258904218674,-43411.22018313408,1
10548,0,0,6393,,-43411.258904218674,-43411.22018313408,1
10549,0,0,2281,,-43411.258904218674,-43411.22018313408,1
10550,0,0,3549,,-43411.258904218674,-43411.22018313408,1
10551,0,0,2207,,-43411.258904218674,-43411.22018313408,1
10552,0,0,1651,,-43411.258904218674,-43411.22018313408,1
10553,0,0,1935,,-43411.258904218674,-43411.22018313408,1
10554,0,0,1544,,-43411.258904218674,-43411.22018313408,1
10555,0,0,2711,,-43411.258904218674,-43411.22018313408,1
10556,0,0,3738,,-43411.258904218674,-43411.22018313408,1
10557,0,0,7344,,-43411.258904218674,-43411.22018313408,1
10558,0,0,4213,,-43411.258904218674,-43411.22018313408,1
10559,0,0,3172,,-43411.258904218674,-43411.22018313408,1
10560,0,0,8107,,-43411.258904218674,-43411.22018313408,1
10561,0,0,5279,,-43411.258904218674,-43411.22018313408,1
10562,0,0,3091,,-43411.258904218674,-43411.22018313408,1
10563,0,0,5875,,-43411.258904218674,-43411.22018313408,1
10564,0,0,1383,,-43411.258904218674,-43411.22018313408,1
10565,0,0,7959,,-43411.258904218674,-43411.22018313408,1
10566,0,0,9565,,-43411.258904218674,-43411.22018313408,1
10567,0,0,11050,,-43411.258904218674,-43411.22018313408,1
10568,0,0,855,,-43411.258904218674,-43411.22018313408,1
10569,0,0,3967,,-43411.258904218674,-43411.22018313408,1
10570,0,639,58,,-43411.258904218674,-43411.22018313408,1
10571,0,0,1157,,-43411.258904218674,-43411.22018313408,1
10572,0,0,2655,,-43411.258904218674,-43411.22018313408,1
10573,0,0,8580,,-43411.258904218674,-43411.22018313408,1
10574,0,0,8122,,-43411.258904218674,-43411.22018313408,1
10575,0,0,1538,,-43411.258904218674,-43411.22018313408,1
10576,0,0,8029,,-43411.258904218674,-43411.22018313408,1
10577,0,0,3855,,-43411.258904218674,-43411.22018313408,1
10578,0,0,6233,,-43411.258904218674,-43411.22018313408,1
10579,0,0,6840,,-43411.258904218674,-43411.22018313408,1
10580,0,0,196,,-43411.258904218674,-43411.22018313408,1
10581,0,0,9905,,-43411.258904218674,-43411.22018313408,1
10582,0,0,761,,-43411.258904218674,-43411.22018313408,1
10583,0,0,524,,-43411.258904218674,-43411.22018313408,1
10584,0,0,3892,,-43411.258904218674,-43411.22018313408,1
10585,0,0,940,,-43411.258904218674,-43411.22018313408,1
10586,0,0,221,,-43411.258904218674,-43411.22018313408,1
10587,0,661,29,,-43411.258904218674,-43411.22018313408,1
10588,0,0,10183,,-43411.258904218674,-43411.22018313408,1
10589,0,0,3242,,-43411.258904218674,-43411.22018313408,1
10590,0,0,7717,,-43411.258904218674,-43411.22018313408,1
10591,0,0,325,,-43411.258904218674,-43411.22018313408,1
10592,0,0,1679,,-43411.258904218674,-43411.22018313408,1
10593,0,0,8329,,-43411.258904218674,-43411.22018313408,1
10594,0,0,6809,,-43411.258904218674,-43411.22018313408,1
10595,0,0,7666,,-43411.258904218674,-43411.22018313408,1
10596,0,0,8748,,-43411.258904218674,-43411.22018313408,1
10597,0,0,1206,,-43411.258904218674,-43411.22018313408,1
10598,0,0,10220,,-43411.258904218674,-43411.22018313408,1
10599,0,0,5925,,-43411.258904218674,-43411.22018313408,1
10600,0,0,4429,,-43411.258904218674,-43411.22018313408,1
10601,0,0,8342,,-43411.258904218674,-43411.22018313408,1
10602,0,0,2389,,-43411.258904218674,-43411.22018313408,1
10603,0,0,5974,,-43411.258904218674,-43411.22018313408,1
10604,0,418,6867,,-43411.258904218674,-43411.22018313408,1
10605,0,0,1607,,-43411.258904218674,-43411.22018313408,1
10606,0,0,8032,,-43411.258904218674,-43411.22018313408,1
10607,0,0,6021,,-43411.258904218674,-43411.22018313408,1
10608,0,0,7799,,-43411.258904218674,-43411.22018313408,1
10609,0,0,7728,,-43411.258904218674,-43411.22018313408,1
10610,0,0,3945,,-43411.258904218674,-43411.22018313408,1
10611,0,0,1427,,-43411.258904218674,-43411.22018313408,1
10612,0,0,2179,,-43411.258904218674,-43411.22018313408,1
10613,0,0,9487,,-43411.258904218674,-43411.22018313408,1
10614,0,0,2361,,-43411.258904218674,-43411.22018313408,1
10615,0,0,3054,,-43411.258904218674,-43411.22018313408,1
10616,0,0,2122,,-43411.258904218674,-43411.22018313408,1
10617,0,0,433,,-43411.258904218674,-43411.22018313408,1
10618,0,0,5403,,-43411.258904218674,-43411.22018313408,1
10619,0,0,3971,,-43411.258904218674,-43411.22018313408,1
10620,0,0,5812,,-43411.258904218674,-43411.22018313408,1
10621,0,0,2173,,-43411.258904218674,-43411.22018313408,1
10622,0,615,97,,-43411.258904218674,-43411.22018313408,1
10623,0,0,9873,,-43411.258904218674,-43411.22018313408,1
10624,0,0,5985,,-43411.258904218674,-43411.22018313408,1
