,ts,deepgini_cam,dsc_cam,dsc_ctm,lsc_index_-1_cam,lsc_index_-1_ctm,nac_t_0.75_cam,nac_t_0.75_ctm,nac_t_0_cam,nac_t_0_ctm,nbc_std_0.5_cam,nbc_std_0.5_ctm,nbc_std_0_cam,nbc_std_0_ctm,nbc_std_1_cam,nbc_std_1_ctm,random_random,snac_std_0.5_cam,snac_std_0.5_ctm,snac_std_0_cam,snac_std_0_ctm,snac_std_1_cam,snac_std_1_ctm,tknc_k_1_cam,tknc_k_2_cam,tknc_k_3_cam
0,0,0.003626747289672494,0.003626747289672494,0.003626747289672494,0.003626747289672494,0.003626747289672494,0.003626747289672494,0.003626747289672494,0.003626747289672494,0.003626747289672494,0.003626747289672494,0.003626747289672494,0.003626747289672494,0.003626747289672494,0.003626747289672494,0.003626747289672494,0.003626747289672494,0.003626747289672494,0.003626747289672494,0.003626747289672494,0.003626747289672494,0.003626747289672494,0.003626747289672494,0.003626747289672494,0.003626747289672494,0.003626747289672494
1,1,0.8441506028175354,0.7124543786048889,0.7564034461975098,0.713260293006897,0.7743861079216003,0.7013978362083435,0.746354341506958,0.7194811701774597,0.6631658673286438,0.7085002064704895,0.6782269477844238,0.7022793292999268,0.7606850266456604,0.7043697237968445,0.7356000542640686,0.8704193234443665,0.7192041277885437,0.7140410542488098,0.7078957557678223,0.7162573933601379,0.6970154643058777,0.6762875914573669,0.7014482021331787,0.7069134712219238,0.7164588570594788
2,2,0.921193778514862,0.7656214833259583,0.9069386720657348,0.7639591693878174,0.8929857611656189,0.7629014253616333,0.8071275949478149,0.7717164158821106,0.6775720715522766,0.7741342186927795,0.6999874114990234,0.7869538068771362,0.7825462818145752,0.7719682455062866,0.7164337038993835,0.9222012162208556,0.789598286151886,0.7178189158439636,0.7841078042984009,0.7206900715827942,0.7620450854301453,0.6934139132499695,0.7883641719818115,0.7831255793571472,0.7821936607360841
3,3,0.9451957941055298,0.7839314937591553,0.9488981366157532,0.7606598734855652,0.9313688278198242,0.7953910231590271,0.8541241884231567,0.7701548933982849,0.6837425827980042,0.807656466960907,0.7075179219245911,0.7883641719818115,0.7777861952781677,0.7971036434173584,0.7370859980583191,0.9406623840332032,0.7977333068847656,0.7151492238044739,0.8021156191825867,0.7349703907966614,0.7691223025321959,0.7003148198127747,0.7927464842796326,0.8062208890914917,0.7938295006752014
4,4,0.9673088788986206,0.8060949444770813,0.9644880890846252,0.8162196278572083,0.96164208650589,0.7944591641426086,0.8709734082221985,0.786575973033905,0.7625488042831421,0.7905049920082092,0.7648407220840454,0.7918146252632141,0.8155648112297058,0.7922176122665405,0.7362297177314758,0.9494773745536804,0.8081349730491638,0.7802039980888367,0.7976577281951904,0.7638080716133118,0.8179826140403748,0.7432313561439514,0.8161188960075378,0.7948369383811951,0.8171514868736267
5,5,0.9800025224685668,0.818612277507782,0.9760987162590028,0.8172018527984619,0.983024835586548,0.8124165534973145,0.8802165985107422,0.8247827887535095,0.7381690144538879,0.7993199825286865,0.7751920223236084,0.8183603882789612,0.804911196231842,0.8220627307891846,0.7574360966682434,0.9578138589859008,0.8209041953086853,0.7785417437553406,0.8167484998703003,0.7759476304054259,0.8129706382751465,0.7476891875267029,0.8156655430793762,0.7979095578193665,0.8362422585487366
6,6,0.9894471764564514,0.8087142705917358,0.9814129471778871,0.8201485872268677,0.9907568097114564,0.7981614470481873,0.9022289514541626,0.8121898770332336,0.73869788646698,0.8157159090042114,0.7741090655326843,0.8168996572494507,0.8324896097183228,0.8114091157913208,0.775116503238678,0.962196171283722,0.8161188960075378,0.7884649038314819,0.8109558224678041,0.7674599885940552,0.8131721615791321,0.7677874565124512,0.8093690872192383,0.8163203597068787,0.8141543865203857
7,7,0.9945850372314452,0.8281828761100769,0.9856944680213928,0.8194685578346252,0.9960710406303406,0.8204759955406189,0.9173403978347778,0.8087142705917358,0.7380178570747375,0.8222138285636902,0.7744868397712708,0.8364437818527222,0.8163707256317139,0.8210804462432861,0.7607606053352356,0.967460036277771,0.8211056590080261,0.768517792224884,0.8245308995246887,0.7816899418830872,0.8097720742225647,0.7800780534744263,0.8202241659164429,0.7986903190612793,0.8494144082069397
8,8,0.997506618499756,0.8369978666305542,0.9884145855903624,0.8447299003601074,0.9973806738853456,0.8410779237747192,0.9190782308578492,0.8562649488449097,0.8096964955329895,0.8366956114768982,0.8165218234062195,0.847072184085846,0.8437728285789491,0.8517819046974182,0.8088150024414062,0.9703815579414368,0.84818035364151,0.8253368735313416,0.8615791201591492,0.8328673839569092,0.8347815275192261,0.8086135387420654,0.8284599184989929,0.8354111313819885,0.8500692844390869
9,9,0.998312532901764,0.8612265586853027,0.9902783036231996,0.8438735604286194,0.9980858564376832,0.855559766292572,0.9237375855445862,0.8524870872497559,0.8115350604057312,0.8650799393653871,0.8286613821983337,0.848709225654602,0.8472736477851868,0.8463165760040283,0.8206523060798645,0.9709608554840088,0.8569701313972473,0.8337488770484924,0.8541997075080872,0.862913966178894,0.8524870872497559,0.8270242810249329,0.8498929738998413,0.8476766347885132,0.8559375405311584
10,10,0.9986399412155152,0.8680015206336975,0.9915375709533693,0.8558368086814879,0.9987658858299256,0.8543004393577576,0.9311169981956482,0.8505730032920837,0.8181085586547852,0.8570960760116577,0.8502959609031677,0.8770431876182556,0.8548293709754944,0.8515300154685974,0.8647021651268005,0.97267347574234,0.8598161339759827,0.8753809332847595,0.865356981754303,0.8438987731933594,0.9034126400947572,0.8234479427337646,0.8836670517921448,0.8560634851455688,0.8547537922859192
