,right,cam,ctm,cam_time,ctm_time,rate
0,1,0,49992,-13.31283187866211,-10.574342966079712,0.08333333333333333
1,1,0,16674,-13.31283187866211,-10.574342966079712,0.08333333333333333
2,1,0,16673,-13.31283187866211,-10.574342966079712,0.08333333333333333
3,1,0,16672,-13.31283187866211,-10.574342966079712,0.08333333333333333
4,1,0,16671,-13.31283187866211,-10.574342966079712,0.08333333333333333
5,1,0,16670,-13.31283187866211,-10.574342966079712,0.08333333333333333
6,1,0,16669,-13.31283187866211,-10.574342966079712,0.08333333333333333
7,1,0,16668,-13.31283187866211,-10.574342966079712,0.08333333333333333
8,1,0,16667,-13.31283187866211,-10.574342966079712,0.08333333333333333
9,1,0,16666,-13.31283187866211,-10.574342966079712,0.08333333333333333
10,1,0,16665,-13.31283187866211,-10.574342966079712,0.08333333333333333
11,1,0,16664,-13.31283187866211,-10.574342966079712,0.08333333333333333
12,0,0,16663,-13.31283187866211,-10.574342966079712,0.08333333333333333
13,1,0,16662,-13.31283187866211,-10.574342966079712,0.08333333333333333
14,1,0,16661,-13.31283187866211,-10.574342966079712,0.08333333333333333
15,1,0,16660,-13.31283187866211,-10.574342966079712,0.08333333333333333
16,1,0,16659,-13.31283187866211,-10.574342966079712,0.08333333333333333
17,1,0,16658,-13.31283187866211,-10.574342966079712,0.08333333333333333
18,1,0,16657,-13.31283187866211,-10.574342966079712,0.08333333333333333
19,1,0,16656,-13.31283187866211,-10.574342966079712,0.08333333333333333
20,1,0,16655,-13.31283187866211,-10.574342966079712,0.08333333333333333
21,1,0,16654,-13.31283187866211,-10.574342966079712,0.08333333333333333
22,1,0,16675,-13.31283187866211,-10.574342966079712,0.08333333333333333
23,0,0,16676,-13.31283187866211,-10.574342966079712,0.08333333333333333
24,1,0,16677,-13.31283187866211,-10.574342966079712,0.08333333333333333
25,0,0,16689,-13.31283187866211,-10.574342966079712,0.08333333333333333
26,1,0,16698,-13.31283187866211,-10.574342966079712,0.08333333333333333
27,1,0,16697,-13.31283187866211,-10.574342966079712,0.08333333333333333
28,1,0,16696,-13.31283187866211,-10.574342966079712,0.08333333333333333
29,1,0,16695,-13.31283187866211,-10.574342966079712,0.08333333333333333
30,1,0,16694,-13.31283187866211,-10.574342966079712,0.08333333333333333
31,1,0,16693,-13.31283187866211,-10.574342966079712,0.08333333333333333
32,1,0,16692,-13.31283187866211,-10.574342966079712,0.08333333333333333
33,1,0,16691,-13.31283187866211,-10.574342966079712,0.08333333333333333
34,1,0,16690,-13.31283187866211,-10.574342966079712,0.08333333333333333
35,1,0,16688,-13.31283187866211,-10.574342966079712,0.08333333333333333
36,1,0,16678,-13.31283187866211,-10.574342966079712,0.08333333333333333
37,1,0,16687,-13.31283187866211,-10.574342966079712,0.08333333333333333
38,1,0,16686,-13.31283187866211,-10.574342966079712,0.08333333333333333
39,1,0,16685,-13.31283187866211,-10.574342966079712,0.08333333333333333
40,0,0,16684,-13.31283187866211,-10.574342966079712,0.08333333333333333
41,1,0,16683,-13.31283187866211,-10.574342966079712,0.08333333333333333
42,0,0,16682,-13.31283187866211,-10.574342966079712,0.08333333333333333
43,1,0,16681,-13.31283187866211,-10.574342966079712,0.08333333333333333
44,1,0,16680,-13.31283187866211,-10.574342966079712,0.08333333333333333
45,1,0,16679,-13.31283187866211,-10.574342966079712,0.08333333333333333
46,1,0,16653,-13.31283187866211,-10.574342966079712,0.08333333333333333
47,1,0,16651,-13.31283187866211,-10.574342966079712,0.08333333333333333
48,1,0,16604,-13.31283187866211,-10.574342966079712,0.08333333333333333
49,0,0,16650,-13.31283187866211,-10.574342966079712,0.08333333333333333
50,1,0,16625,-13.31283187866211,-10.574342966079712,0.08333333333333333
51,1,0,16624,-13.31283187866211,-10.574342966079712,0.08333333333333333
52,1,0,16623,-13.31283187866211,-10.574342966079712,0.08333333333333333
53,1,0,16622,-13.31283187866211,-10.574342966079712,0.08333333333333333
54,1,0,16621,-13.31283187866211,-10.574342966079712,0.08333333333333333
55,1,0,16620,-13.31283187866211,-10.574342966079712,0.08333333333333333
56,1,0,16619,-13.31283187866211,-10.574342966079712,0.08333333333333333
57,1,0,16618,-13.31283187866211,-10.574342966079712,0.08333333333333333
58,1,0,16617,-13.31283187866211,-10.574342966079712,0.08333333333333333
59,1,0,16616,-13.31283187866211,-10.574342966079712,0.08333333333333333
60,1,0,16615,-13.31283187866211,-10.574342966079712,0.08333333333333333
61,1,0,16614,-13.31283187866211,-10.574342966079712,0.08333333333333333
62,1,0,16613,-13.31283187866211,-10.574342966079712,0.08333333333333333
63,1,0,16612,-13.31283187866211,-10.574342966079712,0.08333333333333333
64,1,0,16611,-13.31283187866211,-10.574342966079712,0.08333333333333333
65,1,0,16610,-13.31283187866211,-10.574342966079712,0.08333333333333333
66,1,0,16609,-13.31283187866211,-10.574342966079712,0.08333333333333333
67,0,0,16608,-13.31283187866211,-10.574342966079712,0.08333333333333333
68,0,0,16607,-13.31283187866211,-10.574342966079712,0.08333333333333333
69,1,0,16606,-13.31283187866211,-10.574342966079712,0.08333333333333333
70,1,0,16605,-13.31283187866211,-10.574342966079712,0.08333333333333333
71,1,0,16626,-13.31283187866211,-10.574342966079712,0.08333333333333333
72,1,0,16627,-13.31283187866211,-10.574342966079712,0.08333333333333333
73,1,0,16628,-13.31283187866211,-10.574342966079712,0.08333333333333333
74,1,0,16640,-13.31283187866211,-10.574342966079712,0.08333333333333333
75,1,0,16649,-13.31283187866211,-10.574342966079712,0.08333333333333333
76,1,0,16648,-13.31283187866211,-10.574342966079712,0.08333333333333333
77,1,0,16647,-13.31283187866211,-10.574342966079712,0.08333333333333333
78,1,0,16646,-13.31283187866211,-10.574342966079712,0.08333333333333333
79,1,0,16645,-13.31283187866211,-10.574342966079712,0.08333333333333333
80,1,0,16644,-13.31283187866211,-10.574342966079712,0.08333333333333333
81,1,0,16643,-13.31283187866211,-10.574342966079712,0.08333333333333333
82,1,0,16642,-13.31283187866211,-10.574342966079712,0.08333333333333333
83,1,0,16641,-13.31283187866211,-10.574342966079712,0.08333333333333333
84,1,0,16639,-13.31283187866211,-10.574342966079712,0.08333333333333333
85,1,0,16629,-13.31283187866211,-10.574342966079712,0.08333333333333333
86,1,0,16638,-13.31283187866211,-10.574342966079712,0.08333333333333333
87,1,0,16637,-13.31283187866211,-10.574342966079712,0.08333333333333333
88,1,0,16636,-13.31283187866211,-10.574342966079712,0.08333333333333333
89,1,0,16635,-13.31283187866211,-10.574342966079712,0.08333333333333333
90,1,0,16634,-13.31283187866211,-10.574342966079712,0.08333333333333333
91,1,0,16633,-13.31283187866211,-10.574342966079712,0.08333333333333333
92,1,0,16632,-13.31283187866211,-10.574342966079712,0.08333333333333333
93,1,0,16631,-13.31283187866211,-10.574342966079712,0.08333333333333333
94,1,0,16630,-13.31283187866211,-10.574342966079712,0.08333333333333333
95,1,0,16699,-13.31283187866211,-10.574342966079712,0.08333333333333333
96,1,0,16700,-13.31283187866211,-10.574342966079712,0.08333333333333333
97,1,0,16701,-13.31283187866211,-10.574342966079712,0.08333333333333333
98,0,0,16702,-13.31283187866211,-10.574342966079712,0.08333333333333333
99,1,0,16771,-13.31283187866211,-10.574342966079712,0.08333333333333333
100,1,0,16770,-13.31283187866211,-10.574342966079712,0.08333333333333333
101,1,0,16769,-13.31283187866211,-10.574342966079712,0.08333333333333333
102,1,0,16768,-13.31283187866211,-10.574342966079712,0.08333333333333333
103,0,0,16767,-13.31283187866211,-10.574342966079712,0.08333333333333333
104,1,0,16766,-13.31283187866211,-10.574342966079712,0.08333333333333333
105,1,0,16765,-13.31283187866211,-10.574342966079712,0.08333333333333333
106,1,0,16764,-13.31283187866211,-10.574342966079712,0.08333333333333333
107,1,0,16763,-13.31283187866211,-10.574342966079712,0.08333333333333333
108,1,0,16761,-13.31283187866211,-10.574342966079712,0.08333333333333333
109,1,0,16751,-13.31283187866211,-10.574342966079712,0.08333333333333333
110,1,0,16760,-13.31283187866211,-10.574342966079712,0.08333333333333333
111,1,0,16759,-13.31283187866211,-10.574342966079712,0.08333333333333333
112,1,0,16758,-13.31283187866211,-10.574342966079712,0.08333333333333333
113,1,0,16757,-13.31283187866211,-10.574342966079712,0.08333333333333333
114,1,0,16756,-13.31283187866211,-10.574342966079712,0.08333333333333333
115,1,0,16755,-13.31283187866211,-10.574342966079712,0.08333333333333333
116,1,0,16754,-13.31283187866211,-10.574342966079712,0.08333333333333333
117,0,0,16753,-13.31283187866211,-10.574342966079712,0.08333333333333333
118,1,0,16752,-13.31283187866211,-10.574342966079712,0.08333333333333333
119,1,0,16772,-13.31283187866211,-10.574342966079712,0.08333333333333333
120,1,0,16762,-13.31283187866211,-10.574342966079712,0.08333333333333333
121,1,0,16773,-13.31283187866211,-10.574342966079712,0.08333333333333333
122,1,0,16786,-13.31283187866211,-10.574342966079712,0.08333333333333333
123,1,0,16795,-13.31283187866211,-10.574342966079712,0.08333333333333333
124,1,0,16794,-13.31283187866211,-10.574342966079712,0.08333333333333333
125,1,0,16793,-13.31283187866211,-10.574342966079712,0.08333333333333333
126,1,0,16792,-13.31283187866211,-10.574342966079712,0.08333333333333333
127,1,0,16791,-13.31283187866211,-10.574342966079712,0.08333333333333333
128,1,0,16790,-13.31283187866211,-10.574342966079712,0.08333333333333333
129,1,0,16789,-13.31283187866211,-10.574342966079712,0.08333333333333333
130,1,0,16788,-13.31283187866211,-10.574342966079712,0.08333333333333333
131,1,0,16787,-13.31283187866211,-10.574342966079712,0.08333333333333333
132,1,0,16785,-13.31283187866211,-10.574342966079712,0.08333333333333333
133,1,0,16775,-13.31283187866211,-10.574342966079712,0.08333333333333333
134,1,0,16784,-13.31283187866211,-10.574342966079712,0.08333333333333333
135,1,0,16783,-13.31283187866211,-10.574342966079712,0.08333333333333333
136,0,0,16782,-13.31283187866211,-10.574342966079712,0.08333333333333333
137,1,0,16781,-13.31283187866211,-10.574342966079712,0.08333333333333333
138,1,0,16780,-13.31283187866211,-10.574342966079712,0.08333333333333333
139,1,0,16779,-13.31283187866211,-10.574342966079712,0.08333333333333333
140,1,0,16778,-13.31283187866211,-10.574342966079712,0.08333333333333333
141,1,0,16777,-13.31283187866211,-10.574342966079712,0.08333333333333333
142,1,0,16776,-13.31283187866211,-10.574342966079712,0.08333333333333333
143,1,0,16774,-13.31283187866211,-10.574342966079712,0.08333333333333333
144,1,0,16750,-13.31283187866211,-10.574342966079712,0.08333333333333333
145,1,0,16749,-13.31283187866211,-10.574342966079712,0.08333333333333333
146,1,0,16748,-13.31283187866211,-10.574342966079712,0.08333333333333333
147,0,0,16723,-13.31283187866211,-10.574342966079712,0.08333333333333333
148,1,0,16722,-13.31283187866211,-10.574342966079712,0.08333333333333333
149,1,0,16721,-13.31283187866211,-10.574342966079712,0.08333333333333333
150,0,0,16720,-13.31283187866211,-10.574342966079712,0.08333333333333333
151,1,0,16719,-13.31283187866211,-10.574342966079712,0.08333333333333333
152,1,0,16718,-13.31283187866211,-10.574342966079712,0.08333333333333333
153,1,0,16717,-13.31283187866211,-10.574342966079712,0.08333333333333333
154,1,0,16716,-13.31283187866211,-10.574342966079712,0.08333333333333333
155,0,0,16715,-13.31283187866211,-10.574342966079712,0.08333333333333333
156,1,0,16714,-13.31283187866211,-10.574342966079712,0.08333333333333333
157,1,0,16713,-13.31283187866211,-10.574342966079712,0.08333333333333333
158,1,0,16712,-13.31283187866211,-10.574342966079712,0.08333333333333333
159,1,0,16711,-13.31283187866211,-10.574342966079712,0.08333333333333333
160,1,0,16710,-13.31283187866211,-10.574342966079712,0.08333333333333333
161,1,0,16709,-13.31283187866211,-10.574342966079712,0.08333333333333333
162,1,0,16708,-13.31283187866211,-10.574342966079712,0.08333333333333333
163,1,0,16707,-13.31283187866211,-10.574342966079712,0.08333333333333333
164,1,0,16706,-13.31283187866211,-10.574342966079712,0.08333333333333333
165,1,0,16705,-13.31283187866211,-10.574342966079712,0.08333333333333333
166,0,0,16704,-13.31283187866211,-10.574342966079712,0.08333333333333333
167,1,0,16703,-13.31283187866211,-10.574342966079712,0.08333333333333333
168,1,0,16724,-13.31283187866211,-10.574342966079712,0.08333333333333333
169,1,0,16725,-13.31283187866211,-10.574342966079712,0.08333333333333333
170,1,0,16726,-13.31283187866211,-10.574342966079712,0.08333333333333333
171,1,0,16738,-13.31283187866211,-10.574342966079712,0.08333333333333333
172,0,0,16747,-13.31283187866211,-10.574342966079712,0.08333333333333333
173,1,0,16746,-13.31283187866211,-10.574342966079712,0.08333333333333333
174,1,0,16745,-13.31283187866211,-10.574342966079712,0.08333333333333333
175,1,0,16744,-13.31283187866211,-10.574342966079712,0.08333333333333333
176,1,0,16743,-13.31283187866211,-10.574342966079712,0.08333333333333333
177,1,0,16742,-13.31283187866211,-10.574342966079712,0.08333333333333333
178,1,0,16741,-13.31283187866211,-10.574342966079712,0.08333333333333333
179,1,0,16740,-13.31283187866211,-10.574342966079712,0.08333333333333333
180,1,0,16739,-13.31283187866211,-10.574342966079712,0.08333333333333333
181,1,0,16737,-13.31283187866211,-10.574342966079712,0.08333333333333333
182,1,0,16727,-13.31283187866211,-10.574342966079712,0.08333333333333333
183,1,0,16736,-13.31283187866211,-10.574342966079712,0.08333333333333333
184,1,0,16735,-13.31283187866211,-10.574342966079712,0.08333333333333333
185,1,0,16734,-13.31283187866211,-10.574342966079712,0.08333333333333333
186,1,0,16733,-13.31283187866211,-10.574342966079712,0.08333333333333333
